,offer_id_rec,viewed_rate,completed_rate,tra_offer_infl,valid_view_rate,completed_after_view_rate,reward_won,offer_reward,offer_difficulty,offer_type,user_id
0,4,1,1,89,1.0,1.0,5.0,5,20,discount,1043
1,5,1,0,0,1.0,,0.0,3,7,discount,1043
2,7,1,0,24,1.0,,0.0,0,0,informational,1043
3,6,1,1,73,1.0,1.0,2.0,2,10,discount,1043
0,4,0,0,0,,,0.0,5,20,discount,12568
1,5,1,0,0,1.0,,0.0,3,7,discount,12568
2,1,1,0,0,1.0,,0.0,10,10,bogo,12568
3,3,1,1,15,1.0,1.0,5.0,5,5,bogo,12568
4,0,0,0,0,,,0.0,10,10,bogo,12568
0,2,1,0,0,1.0,,0.0,0,0,informational,10853
1,7,1,0,0,1.0,,0.0,0,0,informational,10853
2,3,1,0,0,0.5,,0.0,5,5,bogo,10853
0,9,1,1,47,1.0,1.0,4.0,2,10,discount,13529
1,2,1,0,0,1.0,,0.0,0,0,informational,13529
2,7,1,0,0,1.0,,0.0,0,0,informational,13529
0,9,1,1,10,1.0,1.0,2.0,2,10,discount,13541
1,1,1,0,3,1.0,,0.0,10,10,bogo,13541
2,7,1,0,0,1.0,,0.0,0,0,informational,13541
3,0,0,0,0,,,0.0,10,10,bogo,13541
4,8,1,1,7,1.0,1.0,5.0,5,5,bogo,13541
5,6,1,0,0,1.0,,0.0,2,10,discount,13541
0,4,1,0,0,1.0,,0.0,5,20,discount,11537
1,2,1,0,9,1.0,,0.0,0,0,informational,11537
2,1,1,1,13,1.0,1.0,10.0,10,10,bogo,11537
3,0,1,0,0,1.0,,0.0,10,10,bogo,11537
0,5,1,1,122,1.0,0.0,3.0,3,7,discount,11794
1,9,0,1,0,,0.0,2.0,2,10,discount,11794
2,2,1,0,89,1.0,,0.0,0,0,informational,11794
3,3,1,1,22,1.0,0.0,5.0,5,5,bogo,11794
0,5,1,1,17,1.0,1.0,3.0,3,7,discount,1634
1,3,0,0,0,,,0.0,5,5,bogo,1634
2,8,1,1,27,1.0,1.0,10.0,5,5,bogo,1634
0,4,0,1,0,,0.0,5.0,5,20,discount,9490
1,1,0,1,0,,0.0,10.0,10,10,bogo,9490
2,7,1,0,0,1.0,,0.0,0,0,informational,9490
3,3,0,1,0,,0.0,5.0,5,5,bogo,9490
4,8,1,1,24,1.0,0.0,5.0,5,5,bogo,9490
0,5,1,1,73,1.0,1.0,3.0,3,7,discount,9567
1,2,1,0,13,1.0,,0.0,0,0,informational,9567
2,0,1,0,15,1.0,,0.0,10,10,bogo,9567
3,8,1,1,5,1.0,1.0,5.0,5,5,bogo,9567
4,6,1,1,16,1.0,1.0,2.0,2,10,discount,9567
0,5,1,1,29,1.0,1.0,3.0,3,7,discount,10043
1,9,1,1,5,1.0,0.0,2.0,2,10,discount,10043
2,7,1,0,6,0.6666666666666666,,0.0,0,0,informational,10043
0,5,1,1,58,1.0,1.0,3.0,3,7,discount,11479
1,2,1,0,44,1.0,,0.0,0,0,informational,11479
2,1,1,1,61,1.0,1.0,10.0,10,10,bogo,11479
3,0,1,1,47,1.0,1.0,10.0,10,10,bogo,11479
4,6,1,1,100,1.0,0.0,2.0,2,10,discount,11479
0,4,1,1,38,1.0,1.0,5.0,5,20,discount,12255
1,1,1,1,24,1.0,1.0,10.0,10,10,bogo,12255
2,0,1,1,30,1.0,1.0,10.0,10,10,bogo,12255
3,6,1,1,91,1.0,1.0,2.0,2,10,discount,12255
0,9,0,0,0,,,0.0,2,10,discount,12207
1,2,0,0,0,,,0.0,0,0,informational,12207
2,3,0,0,0,,,0.0,5,5,bogo,12207
3,8,1,0,0,1.0,,0.0,5,5,bogo,12207
4,6,1,0,5,1.0,,0.0,2,10,discount,12207
0,5,1,1,57,1.0,0.0,3.0,3,7,discount,11557
1,9,0,1,0,,0.0,2.0,2,10,discount,11557
2,1,1,1,42,1.0,0.0,10.0,10,10,bogo,11557
0,9,1,1,21,1.0,0.0,2.0,2,10,discount,9530
1,2,1,0,0,1.0,,0.0,0,0,informational,9530
2,1,1,1,41,1.0,1.0,10.0,10,10,bogo,9530
3,7,1,0,15,1.0,,0.0,0,0,informational,9530
0,4,0,1,0,,0.0,5.0,5,20,discount,13764
1,9,0,1,0,,0.0,2.0,2,10,discount,13764
2,3,0,1,0,,0.0,5.0,5,5,bogo,13764
3,0,1,1,57,1.0,1.0,20.0,10,10,bogo,13764
4,8,1,1,94,1.0,1.0,5.0,5,5,bogo,13764
0,9,1,1,10,1.0,1.0,2.0,2,10,discount,11100
1,1,1,0,2,1.0,,0.0,10,10,bogo,11100
2,8,1,1,12,1.0,1.0,5.0,5,5,bogo,11100
3,6,1,1,22,1.0,1.0,4.0,2,10,discount,11100
0,7,1,0,0,1.0,,0.0,0,0,informational,9309
1,3,0,0,0,,,0.0,5,5,bogo,9309
2,0,1,0,1,1.0,,0.0,10,10,bogo,9309
0,9,1,1,30,1.0,1.0,2.0,2,10,discount,12817
1,1,0,1,0,,0.0,10.0,10,10,bogo,12817
2,0,1,1,60,1.0,1.0,10.0,10,10,bogo,12817
3,8,1,1,60,1.0,0.5,10.0,5,5,bogo,12817
0,9,1,1,8,1.0,1.0,2.0,2,10,discount,13288
1,1,1,0,6,1.0,,0.0,10,10,bogo,13288
2,7,1,0,14,1.0,,0.0,0,0,informational,13288
3,6,1,1,49,1.0,1.0,2.0,2,10,discount,13288
0,5,1,1,17,1.0,1.0,3.0,3,7,discount,11919
1,9,1,1,89,1.0,1.0,4.0,2,10,discount,11919
2,7,1,0,41,1.0,,0.0,0,0,informational,11919
3,3,1,1,20,1.0,1.0,5.0,5,5,bogo,11919
4,0,1,1,38,1.0,0.0,10.0,10,10,bogo,11919
0,2,1,0,0,1.0,,0.0,0,0,informational,11574
1,1,1,0,0,1.0,,0.0,10,10,bogo,11574
2,0,1,0,0,1.0,,0.0,10,10,bogo,11574
0,9,0,0,0,,,0.0,2,10,discount,11242
1,2,0,0,0,,,0.0,0,0,informational,11242
2,3,0,1,0,,0.0,5.0,5,5,bogo,11242
3,0,1,0,0,1.0,,0.0,10,10,bogo,11242
4,8,1,0,6,1.0,,0.0,5,5,bogo,11242
0,9,1,1,36,1.0,1.0,2.0,2,10,discount,13550
1,3,1,1,9,1.0,0.0,5.0,5,5,bogo,13550
2,8,1,1,44,1.0,1.0,5.0,5,5,bogo,13550
0,1,1,0,10,1.0,,0.0,10,10,bogo,9707
1,7,1,0,1,1.0,,0.0,0,0,informational,9707
2,8,1,0,1,1.0,,0.0,5,5,bogo,9707
3,6,1,0,4,1.0,,0.0,2,10,discount,9707
0,5,1,0,4,1.0,,0.0,3,7,discount,11956
1,9,0,0,0,,,0.0,2,10,discount,11956
2,7,1,0,0,1.0,,0.0,0,0,informational,11956
0,4,0,1,0,,0.0,5.0,5,20,discount,11839
1,5,1,1,249,1.0,0.5,6.0,3,7,discount,11839
2,6,1,1,227,1.0,0.5,4.0,2,10,discount,11839
0,2,0,0,0,,,0.0,0,0,informational,13262
0,5,1,1,101,1.0,1.0,3.0,3,7,discount,15287
1,7,0,0,0,,,0.0,0,0,informational,15287
2,3,1,1,27,1.0,0.0,5.0,5,5,bogo,15287
3,0,1,1,25,1.0,0.0,10.0,10,10,bogo,15287
4,6,1,1,152,1.0,1.0,2.0,2,10,discount,15287
0,7,1,0,0,1.0,,0.0,0,0,informational,10290
1,0,1,1,0,1.0,0.0,10.0,10,10,bogo,10290
2,8,1,0,0,0.6666666666666666,,0.0,5,5,bogo,10290
0,5,1,1,46,1.0,1.0,3.0,3,7,discount,13080
1,7,1,0,19,1.0,,0.0,0,0,informational,13080
2,3,1,1,9,1.0,1.0,5.0,5,5,bogo,13080
3,8,1,1,11,1.0,1.0,5.0,5,5,bogo,13080
0,4,0,1,0,,0.0,5.0,5,20,discount,12782
1,5,1,1,211,1.0,0.75,12.0,3,7,discount,12782
0,4,0,0,0,,,0.0,5,20,discount,12085
1,1,1,0,0,1.0,,0.0,10,10,bogo,12085
2,7,1,0,0,1.0,,0.0,0,0,informational,12085
0,4,1,1,75,1.0,1.0,5.0,5,20,discount,779
1,5,1,1,42,1.0,1.0,3.0,3,7,discount,779
2,9,0,0,0,,,0.0,2,10,discount,779
3,2,0,0,0,,,0.0,0,0,informational,779
4,6,1,1,50,1.0,0.0,2.0,2,10,discount,779
0,7,1,0,52,1.0,,0.0,0,0,informational,10376
1,6,1,1,103,1.0,1.0,2.0,2,10,discount,10376
0,5,1,0,5,1.0,,0.0,3,7,discount,13153
1,7,1,0,0,1.0,,0.0,0,0,informational,13153
2,3,1,0,3,1.0,,0.0,5,5,bogo,13153
3,8,1,0,6,1.0,,0.0,5,5,bogo,13153
0,5,1,1,87,1.0,1.0,3.0,3,7,discount,13624
1,9,1,1,844,1.0,0.0,2.0,2,10,discount,13624
2,1,1,1,818,1.0,1.0,10.0,10,10,bogo,13624
3,3,0,0,0,,,0.0,5,5,bogo,13624
0,5,1,1,45,1.0,1.0,3.0,3,7,discount,13663
1,9,1,1,40,1.0,1.0,2.0,2,10,discount,13663
2,3,1,1,0,1.0,0.0,5.0,5,5,bogo,13663
3,8,1,1,0,1.0,0.0,5.0,5,5,bogo,13663
4,6,1,1,29,1.0,0.0,2.0,2,10,discount,13663
0,9,0,1,0,,0.0,2.0,2,10,discount,12832
1,7,1,0,0,1.0,,0.0,0,0,informational,12832
2,3,0,0,0,,,0.0,5,5,bogo,12832
0,4,0,0,0,,,0.0,5,20,discount,13587
1,5,1,0,1,1.0,,0.0,3,7,discount,13587
2,2,0,0,0,,,0.0,0,0,informational,13587
3,8,1,0,3,1.0,,0.0,5,5,bogo,13587
0,0,1,0,7,1.0,,0.0,10,10,bogo,9781
1,6,1,1,30,1.0,1.0,2.0,2,10,discount,9781
0,5,1,1,22,1.0,0.0,3.0,3,7,discount,5199
1,9,1,1,11,1.0,0.0,2.0,2,10,discount,5199
2,1,1,1,34,1.0,0.0,10.0,10,10,bogo,5199
3,7,1,0,12,1.0,,0.0,0,0,informational,5199
4,6,1,1,42,1.0,1.0,2.0,2,10,discount,5199
0,5,1,1,8,1.0,1.0,3.0,3,7,discount,9586
1,7,0,0,0,,,0.0,0,0,informational,9586
2,0,1,0,2,1.0,,0.0,10,10,bogo,9586
3,6,1,0,8,1.0,,0.0,2,10,discount,9586
0,4,0,0,0,,,0.0,5,20,discount,7401
1,9,0,0,0,,,0.0,2,10,discount,7401
2,2,1,0,0,1.0,,0.0,0,0,informational,7401
3,3,1,0,0,1.0,,0.0,5,5,bogo,7401
4,0,1,0,6,1.0,,0.0,10,10,bogo,7401
0,4,1,1,32,1.0,1.0,5.0,5,20,discount,11215
1,2,1,0,22,1.0,,0.0,0,0,informational,11215
2,1,1,0,0,1.0,,0.0,10,10,bogo,11215
3,3,1,1,22,1.0,1.0,5.0,5,5,bogo,11215
0,5,1,0,6,1.0,,0.0,3,7,discount,13571
1,9,1,0,1,1.0,,0.0,2,10,discount,13571
2,2,1,0,0,1.0,,0.0,0,0,informational,13571
3,1,1,0,2,1.0,,0.0,10,10,bogo,13571
4,6,1,1,13,1.0,1.0,2.0,2,10,discount,13571
0,4,0,0,0,,,0.0,5,20,discount,9739
1,1,1,0,0,1.0,,0.0,10,10,bogo,9739
2,0,1,0,0,1.0,,0.0,10,10,bogo,9739
3,8,1,1,0,1.0,0.0,5.0,5,5,bogo,9739
0,4,1,0,22,1.0,,0.0,5,20,discount,1872
1,1,1,1,33,1.0,1.0,10.0,10,10,bogo,1872
2,3,1,1,15,1.0,1.0,5.0,5,5,bogo,1872
0,5,1,1,23,1.0,1.0,3.0,3,7,discount,12629
1,9,1,1,78,1.0,1.0,2.0,2,10,discount,12629
2,2,1,0,46,1.0,,0.0,0,0,informational,12629
3,1,1,1,46,1.0,0.0,10.0,10,10,bogo,12629
0,4,0,0,0,,,0.0,5,20,discount,11485
1,5,1,0,1,1.0,,0.0,3,7,discount,11485
2,2,1,0,0,1.0,,0.0,0,0,informational,11485
3,8,1,0,4,1.0,,0.0,5,5,bogo,11485
0,4,1,0,0,1.0,,0.0,5,20,discount,11175
1,2,1,0,1,1.0,,0.0,0,0,informational,11175
2,1,1,0,0,1.0,,0.0,10,10,bogo,11175
3,8,1,0,0,1.0,,0.0,5,5,bogo,11175
0,9,1,1,38,1.0,1.0,4.0,2,10,discount,7473
1,7,1,0,4,1.0,,0.0,0,0,informational,7473
2,8,1,1,10,1.0,0.0,5.0,5,5,bogo,7473
0,5,1,1,120,1.0,1.0,3.0,3,7,discount,10730
1,9,0,1,0,,0.0,2.0,2,10,discount,10730
2,2,1,0,0,1.0,,0.0,0,0,informational,10730
3,3,0,1,0,,0.0,5.0,5,5,bogo,10730
4,0,1,0,0,1.0,,0.0,10,10,bogo,10730
0,5,1,1,44,1.0,1.0,3.0,3,7,discount,11300
1,0,0,0,0,,,0.0,10,10,bogo,11300
2,8,1,1,24,1.0,1.0,5.0,5,5,bogo,11300
3,6,1,1,78,1.0,0.0,2.0,2,10,discount,11300
0,9,1,1,23,1.0,1.0,4.0,2,10,discount,12759
1,3,1,1,0,0.0,0.0,5.0,5,5,bogo,12759
2,6,1,0,2,1.0,,0.0,2,10,discount,12759
0,5,1,0,4,1.0,,0.0,3,7,discount,12266
1,2,1,0,0,1.0,,0.0,0,0,informational,12266
2,3,1,0,0,1.0,,0.0,5,5,bogo,12266
3,0,1,0,0,1.0,,0.0,10,10,bogo,12266
0,9,1,0,4,1.0,,0.0,2,10,discount,11505
1,2,1,0,0,1.0,,0.0,0,0,informational,11505
2,7,1,0,0,1.0,,0.0,0,0,informational,11505
3,0,1,0,0,1.0,,0.0,10,10,bogo,11505
0,4,0,1,0,,0.0,5.0,5,20,discount,11772
1,9,1,1,84,1.0,0.0,2.0,2,10,discount,11772
2,7,1,0,62,1.0,,0.0,0,0,informational,11772
3,0,1,1,21,1.0,0.0,10.0,10,10,bogo,11772
4,8,1,1,26,1.0,1.0,5.0,5,5,bogo,11772
5,6,1,1,48,1.0,0.0,2.0,2,10,discount,11772
0,4,0,0,0,,,0.0,5,20,discount,11275
1,5,1,1,19,1.0,1.0,3.0,3,7,discount,11275
2,9,1,1,10,1.0,0.0,2.0,2,10,discount,11275
3,1,0,0,0,,,0.0,10,10,bogo,11275
4,8,1,1,89,1.0,1.0,10.0,5,5,bogo,11275
0,4,1,1,215,1.0,0.0,5.0,5,20,discount,10483
1,9,1,1,34,1.0,1.0,2.0,2,10,discount,10483
2,1,1,1,40,1.0,1.0,10.0,10,10,bogo,10483
3,7,0,0,0,,,0.0,0,0,informational,10483
0,4,0,0,0,,,0.0,5,20,discount,9390
1,5,1,1,18,1.0,1.0,3.0,3,7,discount,9390
2,9,1,0,0,1.0,,0.0,2,10,discount,9390
3,2,0,0,0,,,0.0,0,0,informational,9390
4,1,1,0,9,1.0,,0.0,10,10,bogo,9390
5,6,1,1,26,1.0,1.0,2.0,2,10,discount,9390
0,4,0,0,0,,,0.0,5,20,discount,13759
1,9,1,1,27,1.0,1.0,2.0,2,10,discount,13759
2,2,0,0,0,,,0.0,0,0,informational,13759
3,1,1,0,0,1.0,,0.0,10,10,bogo,13759
4,8,1,1,8,1.0,1.0,5.0,5,5,bogo,13759
0,5,1,0,2,1.0,,0.0,3,7,discount,9445
1,9,0,0,0,,,0.0,2,10,discount,9445
2,2,1,0,1,1.0,,0.0,0,0,informational,9445
3,8,1,0,0,1.0,,0.0,5,5,bogo,9445
0,5,1,0,5,1.0,,0.0,3,7,discount,10513
1,9,1,0,7,1.0,,0.0,2,10,discount,10513
2,1,1,0,0,1.0,,0.0,10,10,bogo,10513
3,8,1,0,0,1.0,,0.0,5,5,bogo,10513
4,6,1,0,4,1.0,,0.0,2,10,discount,10513
0,1,1,1,19,1.0,1.0,10.0,10,10,bogo,11082
1,7,1,0,0,1.0,,0.0,0,0,informational,11082
2,3,0,1,0,,0.0,10.0,5,5,bogo,11082
3,0,1,1,7,1.0,0.0,10.0,10,10,bogo,11082
0,4,1,1,21,1.0,1.0,5.0,5,20,discount,13598
1,6,1,1,55,1.0,1.0,2.0,2,10,discount,13598
0,4,0,1,0,,0.0,5.0,5,20,discount,11271
1,1,1,1,16,1.0,1.0,10.0,10,10,bogo,11271
2,7,1,0,0,1.0,,0.0,0,0,informational,11271
3,3,1,1,0,1.0,0.0,5.0,5,5,bogo,11271
0,5,1,1,27,1.0,1.0,3.0,3,7,discount,12252
1,2,0,0,0,,,0.0,0,0,informational,12252
2,7,1,0,0,0.0,,0.0,0,0,informational,12252
3,0,1,1,45,1.0,1.0,10.0,10,10,bogo,12252
0,4,0,0,0,,,0.0,5,20,discount,10932
1,9,0,0,0,,,0.0,2,10,discount,10932
2,3,0,0,0,,,0.0,5,5,bogo,10932
3,6,1,0,6,1.0,,0.0,2,10,discount,10932
0,7,1,0,0,1.0,,0.0,0,0,informational,3888
1,3,0,0,0,,,0.0,5,5,bogo,3888
2,0,1,0,3,1.0,,0.0,10,10,bogo,3888
3,8,1,0,0,1.0,,0.0,5,5,bogo,3888
0,4,0,1,0,,0.0,10.0,5,20,discount,13072
1,9,0,1,0,,0.0,2.0,2,10,discount,13072
2,7,1,0,22,1.0,,0.0,0,0,informational,13072
0,9,1,0,0,1.0,,0.0,2,10,discount,10259
1,2,1,0,0,1.0,,0.0,0,0,informational,10259
2,7,1,0,0,1.0,,0.0,0,0,informational,10259
3,8,1,0,0,1.0,,0.0,5,5,bogo,10259
0,4,1,1,50,1.0,0.0,5.0,5,20,discount,12180
1,5,1,1,45,1.0,1.0,3.0,3,7,discount,12180
2,7,1,0,0,0.0,,0.0,0,0,informational,12180
3,3,1,1,9,1.0,0.0,5.0,5,5,bogo,12180
0,3,1,1,14,1.0,0.0,5.0,5,5,bogo,1149
1,0,1,0,16,1.0,,0.0,10,10,bogo,1149
2,8,1,0,0,1.0,,0.0,5,5,bogo,1149
3,6,1,1,28,1.0,0.0,2.0,2,10,discount,1149
0,4,0,0,0,,,0.0,5,20,discount,13369
1,9,0,0,0,,,0.0,2,10,discount,13369
2,7,1,0,3,1.0,,0.0,0,0,informational,13369
3,6,1,0,11,1.0,,0.0,2,10,discount,13369
0,1,1,1,20,1.0,1.0,10.0,10,10,bogo,9847
1,3,0,1,0,,0.0,5.0,5,5,bogo,9847
2,0,0,1,0,,0.0,20.0,10,10,bogo,9847
3,8,1,1,28,1.0,0.0,5.0,5,5,bogo,9847
4,6,1,1,71,1.0,1.0,2.0,2,10,discount,9847
0,5,1,0,5,1.0,,0.0,3,7,discount,12042
1,9,0,0,0,,,0.0,2,10,discount,12042
2,7,1,0,0,1.0,,0.0,0,0,informational,12042
3,3,0,0,0,,,0.0,5,5,bogo,12042
0,5,1,0,0,1.0,,0.0,3,7,discount,15108
1,1,1,1,0,1.0,0.0,10.0,10,10,bogo,15108
2,7,0,0,0,,,0.0,0,0,informational,15108
3,0,1,1,18,1.0,1.0,10.0,10,10,bogo,15108
0,4,1,0,6,1.0,,0.0,5,20,discount,10409
1,1,0,0,0,,,0.0,10,10,bogo,10409
2,3,1,0,2,1.0,,0.0,5,5,bogo,10409
3,6,1,0,8,1.0,,0.0,2,10,discount,10409
0,4,0,0,0,,,0.0,5,20,discount,11948
1,9,0,0,0,,,0.0,2,10,discount,11948
2,2,0,0,0,,,0.0,0,0,informational,11948
3,8,1,0,2,1.0,,0.0,5,5,bogo,11948
0,7,1,0,0,1.0,,0.0,0,0,informational,13536
1,3,1,0,3,1.0,,0.0,5,5,bogo,13536
2,8,1,0,0,1.0,,0.0,5,5,bogo,13536
0,5,1,1,3,1.0,1.0,3.0,3,7,discount,10796
1,7,1,0,0,1.0,,0.0,0,0,informational,10796
2,0,1,0,2,1.0,,0.0,10,10,bogo,10796
0,5,0,0,0,,,0.0,3,7,discount,12379
1,1,1,0,0,1.0,,0.0,10,10,bogo,12379
2,7,1,0,3,1.0,,0.0,0,0,informational,12379
3,8,1,0,0,1.0,,0.0,5,5,bogo,12379
4,6,1,0,0,1.0,,0.0,2,10,discount,12379
0,4,1,0,8,1.0,,0.0,5,20,discount,13250
1,1,1,0,0,1.0,,0.0,10,10,bogo,13250
0,4,1,1,61,1.0,1.0,5.0,5,20,discount,10192
1,5,1,1,55,1.0,1.0,3.0,3,7,discount,10192
2,3,0,0,0,,,0.0,5,5,bogo,10192
3,0,1,0,0,1.0,,0.0,10,10,bogo,10192
4,8,1,1,36,1.0,1.0,5.0,5,5,bogo,10192
0,4,0,1,0,,0.0,5.0,5,20,discount,11834
1,1,1,1,59,1.0,1.0,10.0,10,10,bogo,11834
2,7,1,0,17,1.0,,0.0,0,0,informational,11834
3,3,1,1,26,1.0,1.0,5.0,5,5,bogo,11834
0,5,1,1,19,1.0,0.0,3.0,3,7,discount,10542
1,2,0,0,0,,,0.0,0,0,informational,10542
2,1,1,1,30,1.0,1.0,10.0,10,10,bogo,10542
3,3,0,1,0,,0.0,5.0,5,5,bogo,10542
4,6,1,1,74,1.0,1.0,2.0,2,10,discount,10542
0,4,0,0,0,,,0.0,5,20,discount,9382
1,2,0,0,0,,,0.0,0,0,informational,9382
2,1,1,0,8,1.0,,0.0,10,10,bogo,9382
3,0,1,0,3,1.0,,0.0,10,10,bogo,9382
4,6,1,1,15,1.0,1.0,2.0,2,10,discount,9382
0,5,1,1,8,1.0,1.0,3.0,3,7,discount,13483
1,2,0,0,0,,,0.0,0,0,informational,13483
2,1,1,0,20,1.0,,0.0,10,10,bogo,13483
3,7,1,0,0,1.0,,0.0,0,0,informational,13483
4,0,1,0,18,1.0,,0.0,10,10,bogo,13483
0,4,1,0,0,1.0,,0.0,5,20,discount,11831
1,9,1,1,36,0.6666666666666666,0.6666666666666666,6.0,2,10,discount,11831
2,1,1,0,0,1.0,,0.0,10,10,bogo,11831
3,8,1,1,19,1.0,1.0,5.0,5,5,bogo,11831
4,6,1,0,0,1.0,,0.0,2,10,discount,11831
0,4,0,0,0,,,0.0,5,20,discount,10787
1,9,0,0,0,,,0.0,2,10,discount,10787
2,3,0,0,0,,,0.0,5,5,bogo,10787
0,9,1,1,2,1.0,0.0,2.0,2,10,discount,12721
1,2,0,0,0,,,0.0,0,0,informational,12721
2,6,1,1,48,1.0,0.6666666666666666,6.0,2,10,discount,12721
0,4,0,0,0,,,0.0,5,20,discount,9682
1,9,1,1,48,1.0,1.0,2.0,2,10,discount,9682
2,1,1,1,30,1.0,0.0,10.0,10,10,bogo,9682
3,3,0,1,0,,0.0,5.0,5,5,bogo,9682
0,5,1,1,22,1.0,1.0,3.0,3,7,discount,13331
1,2,1,0,0,0.0,,0.0,0,0,informational,13331
2,7,1,0,2,1.0,,0.0,0,0,informational,13331
3,3,0,1,0,,0.0,5.0,5,5,bogo,13331
4,8,1,0,1,1.0,,0.0,5,5,bogo,13331
0,5,1,1,16,1.0,1.0,3.0,3,7,discount,12951
1,9,1,1,17,1.0,1.0,2.0,2,10,discount,12951
2,8,1,1,25,1.0,1.0,5.0,5,5,bogo,12951
0,4,0,0,0,,,0.0,5,20,discount,12570
1,9,1,0,0,1.0,,0.0,2,10,discount,12570
2,1,1,0,2,1.0,,0.0,10,10,bogo,12570
3,3,1,0,9,1.0,,0.0,5,5,bogo,12570
4,0,1,0,7,1.0,,0.0,10,10,bogo,12570
5,6,1,0,9,1.0,,0.0,2,10,discount,12570
0,5,1,1,24,1.0,1.0,6.0,3,7,discount,13560
1,2,1,0,7,1.0,,0.0,0,0,informational,13560
2,0,1,0,22,1.0,,0.0,10,10,bogo,13560
0,4,1,0,0,1.0,,0.0,5,20,discount,12443
1,5,1,1,23,1.0,1.0,3.0,3,7,discount,12443
2,8,1,1,53,1.0,1.0,5.0,5,5,bogo,12443
0,4,0,0,0,,,0.0,5,20,discount,10385
0,4,0,1,0,,0.0,5.0,5,20,discount,9957
1,9,1,1,36,1.0,0.0,2.0,2,10,discount,9957
2,1,1,1,40,1.0,1.0,10.0,10,10,bogo,9957
0,5,1,1,27,1.0,1.0,3.0,3,7,discount,13166
1,1,1,1,26,1.0,1.0,10.0,10,10,bogo,13166
2,7,1,0,0,1.0,,0.0,0,0,informational,13166
3,3,1,0,0,1.0,,0.0,5,5,bogo,13166
4,8,1,0,0,1.0,,0.0,5,5,bogo,13166
5,6,1,1,26,1.0,1.0,2.0,2,10,discount,13166
0,4,1,1,53,1.0,1.0,5.0,5,20,discount,11837
1,5,1,1,26,1.0,1.0,3.0,3,7,discount,11837
2,1,1,1,84,1.0,1.0,10.0,10,10,bogo,11837
3,0,1,1,23,1.0,1.0,10.0,10,10,bogo,11837
0,4,1,1,130,1.0,1.0,5.0,5,20,discount,13293
1,9,1,1,80,1.0,1.0,2.0,2,10,discount,13293
2,7,1,0,0,1.0,,0.0,0,0,informational,13293
3,3,1,1,88,1.0,0.5,10.0,5,5,bogo,13293
0,4,1,0,12,1.0,,0.0,5,20,discount,11895
1,5,1,1,14,1.0,1.0,3.0,3,7,discount,11895
2,3,1,0,8,1.0,,0.0,5,5,bogo,11895
0,4,0,1,0,,0.0,5.0,5,20,discount,10320
1,5,1,1,69,1.0,1.0,3.0,3,7,discount,10320
2,3,1,1,36,1.0,1.0,5.0,5,5,bogo,10320
3,0,0,0,0,,,0.0,10,10,bogo,10320
4,8,1,1,39,1.0,1.0,5.0,5,5,bogo,10320
0,4,0,0,0,,,0.0,5,20,discount,10351
1,5,1,1,23,1.0,1.0,3.0,3,7,discount,10351
2,1,1,0,4,1.0,,0.0,10,10,bogo,10351
3,3,0,1,0,,0.0,5.0,5,5,bogo,10351
4,0,1,0,6,1.0,,0.0,10,10,bogo,10351
0,9,1,0,1,1.0,,0.0,2,10,discount,6825
1,1,1,0,13,1.0,,0.0,10,10,bogo,6825
2,0,1,0,9,1.0,,0.0,10,10,bogo,6825
0,9,1,0,0,1.0,,0.0,2,10,discount,10828
1,7,1,0,3,1.0,,0.0,0,0,informational,10828
2,0,1,0,0,1.0,,0.0,10,10,bogo,10828
3,8,1,0,0,1.0,,0.0,5,5,bogo,10828
4,6,1,1,8,1.0,1.0,2.0,2,10,discount,10828
0,0,1,1,36,1.0,1.0,10.0,10,10,bogo,5637
1,8,1,1,26,1.0,1.0,5.0,5,5,bogo,5637
2,6,1,1,21,1.0,1.0,2.0,2,10,discount,5637
0,4,0,0,0,,,0.0,5,20,discount,12182
1,5,1,1,61,1.0,1.0,3.0,3,7,discount,12182
2,9,1,0,0,1.0,,0.0,2,10,discount,12182
3,1,0,1,0,,0.0,10.0,10,10,bogo,12182
0,4,0,0,0,,,0.0,5,20,discount,1843
1,1,1,0,10,1.0,,0.0,10,10,bogo,1843
2,7,1,0,8,1.0,,0.0,0,0,informational,1843
3,0,1,0,9,1.0,,0.0,10,10,bogo,1843
4,8,1,0,4,1.0,,0.0,5,5,bogo,1843
0,5,1,1,22,1.0,1.0,3.0,3,7,discount,9680
1,7,1,0,15,1.0,,0.0,0,0,informational,9680
2,3,0,1,0,,0.0,5.0,5,5,bogo,9680
3,0,1,0,18,1.0,,0.0,10,10,bogo,9680
0,9,1,1,56,1.0,1.0,2.0,2,10,discount,9477
1,2,0,0,0,,,0.0,0,0,informational,9477
2,7,1,0,0,1.0,,0.0,0,0,informational,9477
3,0,1,1,65,1.0,0.0,10.0,10,10,bogo,9477
4,6,1,1,87,1.0,0.0,2.0,2,10,discount,9477
0,9,1,1,241,1.0,0.0,4.0,2,10,discount,12668
1,7,0,0,0,,,0.0,0,0,informational,12668
2,6,1,1,276,1.0,0.5,4.0,2,10,discount,12668
0,9,0,0,0,,,0.0,2,10,discount,12650
1,2,0,0,0,,,0.0,0,0,informational,12650
2,3,0,0,0,,,0.0,5,5,bogo,12650
3,6,1,0,9,1.0,,0.0,2,10,discount,12650
0,0,1,0,1,1.0,,0.0,10,10,bogo,10691
1,6,1,0,5,1.0,,0.0,2,10,discount,10691
