person,trans_amount
5602,80.85
5604,181.80999999999997
5606,35.120000000000005
5607,5.640000000000001
20,300.68
5612,25.96
5614,178.95999999999998
2692,0.0
5619,11.09
5620,15.15
11756,7.3500000000000005
5623,102.99
5624,255.40999999999997
7310,10.45
5625,61.59
3731,0.0
5627,296.99
5629,81.89999999999999
3732,17.880000000000003
5631,126.13
4707,50.46000000000001
185,162.90999999999997
5635,144.51
5863,31.199999999999996
210,36.3
5640,9.93
3734,40.870000000000005
5643,5.86
5644,108.13
6567,10.39
5647,24.81
5648,38.43
5649,72.97
5650,32.61
8658,108.77
5652,117.52000000000001
5654,90.1
4311,66.71000000000001
5656,24.07
5658,19.32
5659,209.26000000000005
5663,224.89000000000001
5664,221.42999999999995
5665,125.45000000000002
385,40.05
5670,0.0
5671,13.600000000000001
9196,123.22999999999999
5673,70.58
5674,12.57
5675,18.939999999999998
5676,146.39000000000001
5677,12.200000000000001
4938,48.78999999999999
8429,567.97
11162,313.40000000000003
465,27.029999999999998
5681,193.77999999999997
6575,52.629999999999995
9943,111.28000000000002
5685,18.09
5686,49.949999999999996
11245,27.950000000000003
5309,15.379999999999999
5692,132.1
5694,34.85000000000001
5695,142.57
5697,26.89
5698,43.96000000000001
5699,205.69
5701,125.32000000000001
5615,52.779999999999994
5705,131.87
5706,118.42000000000002
5707,64.71000000000001
5708,5.970000000000001
616,8.309999999999999
5712,916.12
5713,158.97000000000003
632,69.17999999999999
5715,13.9
16938,323.78000000000003
650,23.579999999999995
5718,178.95000000000002
5720,269.5
5600,185.2
687,386.05999999999995
2096,10.989999999999998
5725,354.65000000000003
5726,83.53
5729,38.199999999999996
5733,148.03
5734,69.32
772,8.89
5738,201.81
5739,263.59000000000003
5741,732.0799999999999
5744,117.46999999999998
5746,235.28
5749,229.2
5750,20.38
5751,491.1599999999999
968,12.24
5754,15.91
12265,10.15
5755,93.48
5756,316.05
919,19.049999999999997
5762,26.24
5763,78.49000000000001
5764,203.45000000000002
5766,29.819999999999997
5767,114.23
5768,220.29
11626,269.8
5769,2.98
5771,223.4
5772,0.0
5774,34.519999999999996
5775,27.07
6536,76.43
5778,15.64
5779,163.32000000000002
5780,9.870000000000001
5781,2.52
5782,304.71000000000004
5783,113.74000000000001
974,23.1
5786,104.86
11621,22.36
5787,107.88
5788,65.66
5789,161.97000000000003
5790,87.32
5792,23.72
5793,11.29
5794,59.14
5795,120.23
5796,154.89
5798,73.76
5799,28.500000000000004
5800,185.77
5802,151.93
5803,13.150000000000002
5804,113.67
5805,86.64
5806,16.77
8974,0.0
5808,154.32000000000002
5809,116.38999999999999
1193,73.49
5812,31.79
5813,93.20000000000002
5814,44.7
5815,144.7
5816,103.97000000000001
5818,72.36
5819,3.05
5820,177.48000000000002
5821,18.42
5822,119.38
3762,244.59
5825,21.58
5826,15.390000000000002
5827,226.1
5409,16.960000000000004
5833,242.70000000000002
5834,34.82
5835,22.230000000000004
5837,283.44000000000005
5839,83.12
5840,13.71
2477,37.870000000000005
5844,27.009999999999998
5846,22.310000000000002
5847,17.560000000000002
5848,42.28
1451,75.47000000000001
5850,861.33
5851,203.09000000000003
1484,182.30000000000004
5857,0.0
1492,76.21
10219,10.75
5860,13.75
5861,179.51000000000002
5862,127.63000000000002
5864,129.70999999999998
5865,40.510000000000005
5866,17.19
5867,9.719999999999999
1561,50.120000000000005
5872,92.13
5873,179.79999999999998
5874,102.57
5875,19.779999999999998
5878,223.23999999999998
5879,98.64999999999999
5880,190.92000000000002
5881,299.34
5882,248.42
5883,24.46
5884,312.9
5886,165.93
5887,172.99
434,21.029999999999998
5889,193.82999999999998
5890,743.75
5891,174.33
5892,227.97
5893,79.04
5894,61.06
5897,104.24
5898,153.68
1701,13.260000000000002
5902,46.260000000000005
5903,25.5
5904,121.16
5906,209.08
5907,31.240000000000002
5908,28.94
5909,99.38000000000001
4560,74.27
5911,104.74000000000001
5912,180.84
5913,180.92
617,0.0
5915,73.24
5916,259.59999999999997
5917,8.05
5918,74.78999999999999
6620,357.31
5921,65.77
5924,17.990000000000002
5925,186.14
5926,174.82000000000002
5929,216.64000000000001
5930,5.24
5931,22.259999999999998
5932,141.08
5934,87.55999999999999
5935,16.049999999999997
5938,20.5
5939,26.84
5941,160.32999999999998
5944,100.34
5945,6.5200000000000005
5946,186.51999999999998
5948,134.08
5949,46.230000000000004
5950,198.48999999999998
10263,78.19
5953,72.89
5954,172.67
5956,11.5
5958,10.01
5959,94.17999999999999
5960,308.49
5961,178.85999999999999
5962,297.58000000000004
5963,18.54
5964,183.60000000000002
8255,156.2
5968,137.61
5969,16.42
5971,367.80000000000007
5972,107.51
5975,7.890000000000001
5976,0.0
5978,260.69000000000005
5979,7.12
5980,160.53
5981,89.07000000000001
5983,83.89999999999999
5984,172.78
5985,58.46
5986,66.83
3791,162.03
5990,22.470000000000002
5991,67.31
5992,24.709999999999997
5993,154.48
5994,119.63000000000001
5995,79.33999999999999
2229,27.300000000000004
5997,80.27000000000001
5998,194.85
5999,58.71000000000001
6000,227.66000000000003
6633,95.41
6002,60.36999999999999
6003,81.52000000000001
6004,43.86000000000001
6007,96.57000000000001
6009,31.62
6010,0.0
6012,12.239999999999998
6014,169.61
12302,221.08999999999995
6016,168.20000000000002
6017,3.4099999999999997
2373,98.36999999999999
6019,189.45
6020,53.24000000000001
6023,8.57
6024,199.12
6026,218.39000000000001
6027,213.03
6028,333.42
2470,12.309999999999999
6031,23.07
6032,75.47999999999999
6035,180.07000000000002
6036,5.990000000000001
6037,0.0
6641,93.2
6039,113.31
6040,148.37
248,66.15
6042,113.78
6043,11.77
6044,157.26
6045,134.19
6046,80.53
6048,64.47
6049,150.22
4335,54.43
6051,116.69000000000001
6052,146.88000000000002
5516,106.85000000000001
6054,117.62
6055,29.84
6056,96.42
6059,26.23
6060,7.06
6062,29.03
6063,570.5300000000001
6064,71.89
6066,17.46
6067,86.42999999999999
6068,9.8
2779,3.7699999999999996
2693,52.08
6071,386.37000000000006
6646,153.76000000000002
6073,34.660000000000004
6074,170.24
6076,220.41
6077,247.63
6078,115.72
6079,124.8
6080,0.0
6081,158.04
6082,70.69999999999999
6084,76.83000000000001
6085,384.77
8418,32.36
6088,172.71
6089,84.57
6091,230.25
6092,288.33000000000004
6093,237.32
6094,169.95999999999998
6095,22.33
6096,105.63
6097,11.97
6098,161.58
7421,95.84
6100,114.31
6101,34.65
6102,10.98
6103,12.969999999999999
16338,11.44
6107,268.34
6108,121.53
6109,16.33
6111,72.69
6112,181.8
2959,166.67000000000002
6114,150.67000000000002
6115,350.20000000000005
6118,8.180000000000001
6120,14.29
6122,98.75
6123,14.08
6124,0.0
3808,96.32999999999998
6126,15.58
6127,2.3499999999999996
6266,137.26
6129,46.040000000000006
4156,61.06
6131,29.04
6132,848.1899999999999
3047,26.23
6134,80.53999999999999
1557,27.8
6136,179.1
6138,19.19
3084,254.79000000000002
6143,15.5
6144,176.60000000000002
6145,146.86
6146,192.86
6147,4.58
6149,44.709999999999994
6150,119.47999999999999
7356,24.02
6153,19.36
9988,73.64000000000001
6156,71.13000000000001
2859,117.24000000000001
6158,130.21
6159,22.16
6161,59.449999999999996
6163,7.87
3247,123.83
3814,18.0
7677,0.0
2803,0.0
6171,239.95999999999998
6173,107.77000000000001
4550,33.16
2514,6.260000000000001
6179,126.11
6180,146.89
6181,81.88999999999999
6182,15.89
6183,35.160000000000004
6185,15.0
3354,9.16
3363,6.470000000000001
3367,237.93
3817,95.69000000000001
6193,12.56
6194,114.81
6196,45.07
6197,161.25000000000003
6198,150.92000000000002
6200,121.82000000000001
6201,23.69
6202,38.519999999999996
3819,61.150000000000006
6563,0.0
6206,42.33
6208,0.0
6211,23.500000000000004
3459,31.97
6214,108.47999999999999
6215,13.66
6217,211.7
6218,0.0
3482,24.650000000000002
6220,15.02
6221,179.17999999999998
6222,164.29000000000002
15686,190.10999999999999
6224,6.43
9378,26.15
6226,8.66
6227,243.72000000000003
3541,78.55
6230,131.32
6231,30.43
4959,0.0
6235,11.180000000000001
6237,0.0
6238,118.97
6240,102.71000000000001
6242,12.73
6243,120.71999999999998
3645,25.02
6247,76.8
3665,19.69
6249,38.660000000000004
6250,30.050000000000004
6251,252.14000000000001
3828,14.12
6253,0.56
6254,141.49999999999997
3699,96.64000000000001
6256,70.88
6258,18.810000000000002
4369,18.96
6261,112.94
666,33.12
6265,83.66
6267,63.55
3740,25.7
6271,28.430000000000003
6272,7.409999999999999
6273,125.77000000000001
6274,21.569999999999997
6275,134.22
6277,0.0
6279,10.799999999999999
6282,110.9
6283,9.06
6284,325.86
6287,26.77
6288,10.330000000000002
6289,115.07
6292,34.879999999999995
6293,76.4
6294,25.759999999999998
3919,42.37
6296,767.2900000000001
6297,20.319999999999997
6298,104.55999999999999
6300,15.320000000000002
3123,17.4
6694,79.86
6303,186.63
8556,19.33
6306,119.11000000000001
6307,12.02
6308,33.650000000000006
6309,217.57000000000002
6310,288.71000000000004
6311,30.63
6314,12.41
4051,38.86000000000001
6316,7.64
6317,233.01999999999998
6318,12.440000000000001
3837,207.07
6321,60.68000000000001
6322,60.58
6323,236.23000000000002
6324,11.1
6325,18.69
6326,33.22
6327,64.01
6329,17.43
6330,75.88999999999999
6331,127.35000000000001
6333,151.77999999999997
6334,27.7
4167,47.32
6337,103.96
4173,39.120000000000005
6339,62.92
6340,32.519999999999996
15351,31.0
6342,29.939999999999994
6343,26.71
6344,104.11999999999999
6345,178.24
4226,63.57
6349,0.0
6351,190.12
6353,47.46
6354,981.3699999999999
6355,239.9
6356,229.77000000000004
6357,142.54999999999998
6358,6.68
14503,28.45
6361,236.73
6362,106.61
6365,11.42
6366,61.11
6367,45.620000000000005
6369,10.91
6370,70.79
6371,225.29
4373,106.44
6374,127.78999999999999
6376,266.06
3847,106.11
6378,58.349999999999994
6379,231.55999999999997
6380,6.05
3848,43.85
6382,109.22999999999998
6384,78.12
6388,189.02999999999997
4524,19.1
6392,74.84
6393,135.15
6394,139.41
6395,148.64999999999998
6396,201.38000000000002
6397,64.2
4573,66.01
6404,26.880000000000003
4605,133.25
6406,153.29
6407,399.7100000000001
6408,169.39999999999998
6410,6.180000000000001
6411,150.78
6412,108.21
6413,26.56
6414,89.2
6415,197.51
6416,224.02999999999997
6417,7.94
6418,173.10000000000002
6419,84.08
4712,18.15
6421,0.0
6422,59.50999999999999
6423,99.96
6426,21.81
6427,332.45000000000005
6428,10.530000000000001
6429,212.79000000000002
6430,361.53
6432,99.10000000000001
6434,314.8
6435,170.27999999999997
6438,312.26
6439,182.82999999999998
6441,68.50999999999999
6442,188.07999999999998
3870,55.95
6446,13.700000000000001
6447,58.55999999999998
4882,43.99
6449,44.080000000000005
6451,110.89000000000001
6453,100.28
6455,0.0
4952,24.689999999999998
3869,204.4
6460,71.82
6463,11.14
6464,110.68
6467,14.43
1085,40.47
6469,226.79000000000002
6472,717.2099999999999
6473,118.75
6476,99.57
6478,291.5400000000001
6480,16.38
6481,13.059999999999999
6483,23.549999999999997
6484,15.46
15258,28.79
6486,240.0
5142,208.7
6488,7.950000000000001
6489,435.22
6490,136.89
6492,151.84
5190,128.83
6496,4.42
6497,114.96000000000001
1937,63.53
6499,35.41
6500,225.33999999999997
6501,68.09
6502,16.700000000000003
6503,202.96
6504,58.16
15263,11.85
6506,339.48
6507,156.75
6509,8.45
5305,157.8
6512,13.310000000000002
6513,168.94000000000003
6514,156.57999999999998
6515,27.66
6516,377.96000000000004
6517,230.1
6518,82.1
6444,8.129999999999999
6520,36.4
6521,50.16
6523,41.099999999999994
12394,88.62
6526,39.96
5396,91.42
9158,167.47
9540,10.4
6534,172.63000000000002
6535,106.79
13978,41.150000000000006
5469,79.97000000000001
6540,13.290000000000001
6541,5.390000000000001
6542,260.91999999999996
6543,893.3299999999999
6544,70.45
6545,155.67000000000002
6547,230.86
6548,24.16
5531,1.22
6551,143.34
3060,728.51
6552,107.50999999999999
6553,12.91
6554,195.21999999999997
2583,94.28
7233,143.56
4612,95.88
6558,87.28999999999999
6559,89.39999999999999
6560,132.11
5601,35.84
6564,84.63000000000001
6565,63.82000000000001
6568,31.36
6570,49.49
6571,62.2
6572,139.76000000000002
6573,18.970000000000002
6574,33.32
5682,6.29
840,83.24
6578,187.89999999999998
6579,151.14
6580,68.44
6581,78.75
6582,10.190000000000001
6583,7.869999999999999
6584,266.14
6586,6.000000000000001
6587,154.76
6589,198.81
6590,6.09
6593,15.59
6595,207.45
6596,61.53000000000001
6597,69.15
6598,132.46
13282,116.91999999999999
5797,15.44
6600,19.47
2961,41.15
6602,498.88
6604,116.14999999999999
5828,177.91000000000003
5845,0.0
5849,4.87
6609,138.18
6610,35.41
3537,80.04
6614,162.15
5214,24.270000000000003
6618,89.44
6619,120.0
5919,227.25
5923,14.690000000000001
6622,38.3
6623,4.29
4701,145.85
7169,0.47000000000000003
4386,337.34000000000003
480,106.57999999999998
5742,39.87
7934,10.28
6001,11.030000000000001
6635,63.209999999999994
6636,49.870000000000005
6637,148.73
6640,122.38
6038,6.130000000000001
6644,154.9
6645,21.700000000000003
6072,48.84
6647,32.51
6649,7.81
6650,79.44999999999999
6651,202.67000000000002
6652,63.28
6653,25.53
6654,157.27999999999997
6655,141.42000000000002
6748,88.32
6119,0.0
6659,117.79
6660,223.77
6661,47.9
6662,7.11
6663,103.66
1008,62.67999999999999
6666,359.65
6667,12.74
6669,260.34000000000003
6670,27.72
6671,19.25
6672,115.88999999999999
6673,231.46
6674,76.48
1142,23.35
6676,158.75
6677,263.54
9583,621.52
6679,77.96000000000001
6680,19.81
6681,16.02
2988,38.94
6682,22.28
6683,84.03
6684,216.17
6685,0.75
6686,5.959999999999999
6687,2.8
6285,36.290000000000006
6690,120.78
6692,83.74000000000001
6301,199.80999999999997
6695,188.74
6312,59.900000000000006
6697,128.48000000000002
6698,138.66000000000003
6699,61.650000000000006
6701,91.27
15293,18.48
6704,204.61
6705,22.060000000000002
6706,13.600000000000001
6707,166.1
6401,114.66
6710,130.69
6711,108.28
6712,28.95
6713,190.23999999999998
3904,35.66
6717,18.22
369,193.46999999999997
6720,15.829999999999998
6722,28.16
6725,229.37
6726,53.32
6727,30.35
6730,41.790000000000006
6732,147.53000000000003
6733,23.369999999999997
6734,19.509999999999998
6735,232.9
6736,169.87
6737,158.15
6742,74.73
6743,52.64
6744,14.079999999999998
1128,170.1
6746,18.72
6747,139.83999999999997
6656,102.7
6750,153.22
6751,107.21
6753,41.029999999999994
6754,27.520000000000003
6755,13.51
6758,33.900000000000006
6759,33.5
6760,126.6
13791,56.19999999999999
6764,208.15999999999997
6766,52.3
6768,35.17
6770,169.93999999999997
1131,190.98999999999998
6769,203.66
6774,0.0
6775,14.24
6785,120.52000000000001
1344,23.31
6797,27.939999999999994
6802,44.72
885,76.23
5126,79.72
6776,12.91
6790,52.2
6792,4.609999999999999
4474,210.74
6794,30.479999999999997
6795,51.81999999999999
6796,14.240000000000002
6798,202.29
3917,123.27000000000001
6800,132.18
6801,87.71000000000001
6803,198.49999999999997
6804,21.630000000000003
6933,64.37
6808,211.42000000000002
6810,275.91
6947,142.35999999999999
6812,175.63
6813,103.04000000000002
6815,13.08
6816,20.2
6784,34.019999999999996
6818,140.38
6820,30.590000000000003
6821,105.14
6824,402.74
7035,68.13999999999999
7041,58.88999999999999
14328,22.369999999999997
6829,125.91999999999999
6830,42.839999999999996
6831,33.54
6832,187.93
6833,243.51
7093,111.53999999999999
9010,16.970000000000002
14473,22.519999999999996
6837,80.94999999999999
6840,9.33
6841,113.17999999999999
449,12.61
6844,63.95
6845,199.31
6846,55.870000000000005
6847,120.72999999999999
6848,217.59
6849,128.58999999999997
6850,16.27
7177,44.59
6852,23.18
7195,33.87
10883,18.91
6856,204.20999999999998
6793,10.17
6861,15.46
6862,108.68
6864,21.919999999999998
6867,70.9
6868,63.72
6869,140.17
7304,26.6
6909,0.98
6874,225.09000000000003
6875,173.66
6876,208.56000000000003
3931,306.00000000000006
6878,312.25
6879,130.3
6880,0.96
7366,0.0
6882,23.729999999999997
6883,103.06000000000002
6884,14.439999999999998
6885,248.88
7397,278.3
6887,298.2
12308,27.369999999999997
6889,84.52
6890,231.21
6891,154.96999999999997
6894,0.0
6895,125.43
5176,135.08999999999997
6896,72.25999999999999
16060,236.41
12663,32.74
6899,71.36
6901,90.35000000000001
6902,49.05
6905,82.80000000000001
6906,35.52
6907,37.040000000000006
6908,189.13
7116,22.91
6913,207.36
7570,66.91
6915,126.88999999999999
6916,118.20999999999998
6917,40.17
6918,1151.8600000000001
12448,216.74999999999997
4365,32.620000000000005
6922,6.45
6923,84.37
6924,19.459999999999997
6926,48.03
6927,49.09
6928,214.52
6929,24.79
6930,108.25
6932,33.14
6934,170.76
6935,71.96
6940,21.47
7778,10.899999999999999
6943,144.57
6944,111.66000000000001
6945,99.39999999999999
6946,261.95
6948,21.169999999999998
6949,110.61
6951,8.0
6953,225.47
6955,31.509999999999998
3444,47.73
6957,56.07
6959,74.67
6960,38.66
6961,201.22999999999996
6962,150.88
6963,14.92
6964,1.1
6965,214.89
6967,40.379999999999995
6968,36.86
6969,59.23
6970,241.9
6972,71.33
7955,72.37
6975,95.28
6976,43.32
6977,17.78
6978,0.0
7979,17.42
5691,123.51
6981,34.61
6982,97.63
6983,127.58000000000001
6984,180.89999999999998
6986,354.77
6987,102.9
6988,15.100000000000001
6989,2.19
6990,10.950000000000001
6991,25.91
16052,18.95
6994,304.61
6995,130.43
6996,220.58999999999997
6998,33.93
6999,5.37
7000,125.92
15343,78.53999999999999
7002,185.03999999999996
7003,207.83
7004,194.99999999999997
7005,98.38000000000001
7006,118.51
7007,44.88
7008,94.25999999999999
12542,6.41
7010,257.1
8177,75.81
7016,127.83999999999999
7017,153.41000000000003
3955,94.92999999999999
7021,286.16
7022,188.88000000000002
7023,222.86
7024,94.15
7025,5.44
6363,76.46000000000001
7029,10.700000000000001
7032,15.58
7033,179.68
3618,124.44999999999999
7036,8.58
7038,71.32
7040,80.98
8395,31.049999999999997
7043,11.780000000000001
7045,192.60000000000002
7047,201.23
7048,57.510000000000005
7049,132.82
7050,136.5
7053,201.54999999999998
7054,207.73
7055,136.4
3127,17.66
7058,8.180000000000001
7059,79.30000000000001
6204,0.0
5347,31.560000000000006
6229,43.03
7063,92.61
7064,130.6
7067,204.68999999999997
7068,113.79999999999998
7070,99.75
1944,36.01
7072,133.61
6433,73.57000000000001
7076,124.54
7077,161.92000000000002
3611,36.34
7079,85.87
7080,108.32
3964,869.02
7082,99.15
1529,75.95
7084,103.76
7087,11.36
7089,16.49
7095,123.12
9928,220.26
7099,132.32
7100,226.05
7103,313.39
7104,52.61
7105,200.42
7106,128.69
7107,76.03999999999999
7108,0.0
7109,208.57999999999998
7110,168.63
7112,390.01
7113,7.68
7114,94.27
7119,16.360000000000003
8050,17.0
7121,6.12
7122,337.62
2953,3.47
7124,18.94
3975,168.87
4893,74.4
7128,66.13
7129,155.49000000000004
7130,29.979999999999997
7131,20.000000000000004
7133,54.24999999999999
6843,139.14000000000001
7136,43.2
7139,174.25
7140,114.06
7141,86.24
7142,185.95000000000002
7143,497.98
7144,874.6300000000001
7146,196.99
7148,37.09
7149,17.099999999999998
175,11.430000000000001
4003,16.31
7155,145.44
7157,40.54
7158,24.77
7159,59.709999999999994
7160,45.89
7161,99.53
7162,231.99
7163,253.18
7165,9.34
7166,9.18
7167,20.52
2334,110.47
7170,80.71000000000001
7171,39.72
7172,36.46
7173,186.79999999999998
7174,82.81000000000002
9184,11.49
7176,26.16
7178,618.3100000000001
7179,14.57
7180,78.31
7181,100.74000000000001
7182,77.74000000000001
7184,57.58
7185,123.79
7186,15.290000000000003
7187,243.85999999999999
7188,129.82
7189,13.45
7190,8.180000000000001
7191,474.36
7192,21.299999999999997
7194,150.18000000000006
14946,150.76000000000002
9346,17.55
7199,190.73
10523,19.27
7201,48.419999999999995
7202,11.06
4654,80.65
7204,13.77
7207,277.46000000000004
3991,102.72
7209,8.47
7211,19.150000000000002
7212,22.72
7213,130.85
7214,12.3
7215,35.64
6859,19.630000000000003
7217,19.6
7218,79.74000000000001
7219,43.55
7220,264.05
4202,40.730000000000004
7222,21.3
7223,197.31
1955,38.370000000000005
7225,150.75
9510,135.24
7228,331.66999999999996
7230,377.6500000000001
7231,5.779999999999999
8077,38.620000000000005
9548,5.78
10769,135.5
7236,0.0
7237,17.279999999999998
7238,71.42999999999999
7239,238.93
7240,16.6
7242,41.45
7245,153.67000000000002
7246,37.43
7247,207.49
7248,25.43
7249,62.21000000000001
7251,166.29
7252,206.8
7254,351.33
1459,10.99
7256,211.98
9675,25.25
8602,0.0
1169,29.4
7260,11.650000000000002
2776,13.39
3997,160.23999999999998
9721,10.209999999999999
7265,47.07000000000001
7266,191.14000000000001
7268,225.22999999999996
7270,159.51000000000002
7271,305.19000000000005
7272,41.629999999999995
7273,152.92999999999998
7277,119.89
821,8.75
7279,201.13
9829,409.45
7281,158.85999999999999
7282,12.620000000000001
8443,9.24
7284,46.07
7285,202.31000000000003
7287,149.24
7288,150.49
7289,20.450000000000003
1440,128.14999999999998
7291,26.959999999999997
7293,21.73
7294,27.95
7295,41.72
7296,7.76
7297,153.60999999999999
4000,212.26
7299,102.08
7300,105.88999999999999
7302,92.61999999999999
7303,76.74
10887,176.55
7307,35.61000000000001
6209,42.93
2747,0.6200000000000001
7311,47.5
7313,77.48
7314,14.950000000000001
7315,268.26
7316,414.24
7317,261.48
7318,95.80999999999999
1740,12.9
7320,63.17
7322,261.02000000000004
7323,146.97
7324,20.27
7326,88.83
7327,10.41
4549,44.32
7330,28.85
7331,7.359999999999999
7332,17.490000000000002
7333,283.09999999999997
7334,0.0
7336,113.53999999999999
7337,122.64000000000001
7338,221.08
16883,66.21999999999998
7340,21.310000000000002
7341,302.36999999999995
7342,12.470000000000002
7343,173.04000000000002
7344,18.830000000000002
15401,20.34
7092,85.66
12533,150.95
9681,143.30999999999997
7349,80.79
7350,45.650000000000006
7351,17.34
6245,23.689999999999998
7355,3.63
7357,154.25
7358,141.25
7359,163.13
7361,112.91999999999999
10258,101.7
14204,227.23
4584,3.1500000000000004
7365,17.72
7371,29.549999999999997
13238,0.0
7373,25.54
7374,80.53
7375,8.15
7376,182.14999999999998
3015,18.11
7379,39.989999999999995
7380,241.01
7381,172.66000000000003
7383,0.0
7384,31.68
7386,9.120000000000001
7388,11.620000000000001
1394,0.0
10396,33.28000000000001
4014,61.56999999999999
5067,18.28
7393,5.210000000000001
7396,52.66
7399,7.96
7400,31.97
4819,151.67
7403,288.15000000000003
7404,26.88
7406,350.65000000000003
7407,85.67
7408,25.65
7409,33.58
5294,13.620000000000001
7411,130.53
7412,204.65
7413,44.08
7416,67.14
7418,150.85999999999999
7420,0.0
1278,83.92
7422,15.020000000000001
7424,0.0
7426,19.24
12056,59.620000000000005
6286,38.34
7430,114.94
7431,37.39
7432,102.72
7433,119.26
7434,57.11
7074,28.610000000000003
10689,210.08999999999997
7438,322.75
895,159.52999999999997
14268,257.24
7440,27.810000000000002
4571,19.65
378,75.41
4026,132.03
7445,125.55999999999999
4027,18.31
10740,151.08
6904,0.0
7449,127.48
7451,9.870000000000001
10760,10.57
7453,140.54999999999998
7454,182.23
7455,43.730000000000004
7456,47.78
7457,193.94
7458,49.18
7460,17.450000000000003
7462,87.24
7463,136.02
7464,6.24
7465,150.62000000000003
7467,97.36000000000001
7469,206.7
7470,181.45000000000002
7471,223.07000000000002
7472,32.65
321,0.0
7474,28.54
7475,146.67000000000002
7476,92.32000000000001
7477,230.43
7478,108.25
7481,83.69
7482,274.59000000000003
7483,33.22
7484,28.85
7255,8.48
7486,153.19
7487,59.019999999999996
7488,156.02
7490,183.63999999999996
7491,120.42
7493,39.12
7494,139.51
7495,4.56
11058,9.620000000000001
7497,153.12999999999997
79,45.400000000000006
7499,73.58
11075,0.0
14973,30.82
7502,23.150000000000006
7503,237.51000000000002
7504,191.68
7505,117.34
7506,205.42
7507,102.41999999999999
7508,41.22
7509,21.490000000000002
7511,12.579999999999998
7512,23.77
14546,37.68
7516,98.77000000000001
7517,54.04
7518,23.53
7519,43.44
7521,34.05
7522,247.26000000000005
1166,177.99
7523,72.71
7524,18.339999999999996
1859,63.059999999999995
2416,73.33
7527,24.5
7528,167.58
714,43.31
7530,128.49
12559,15.46
7534,6.54
7535,4.35
7536,209.35999999999999
7537,35.0
7538,383.28999999999996
7539,78.47
11314,59.68000000000001
7542,113.17000000000002
7544,18.83
331,82.42999999999999
7546,147.64000000000001
7547,146.77
7550,223.61
7552,215.71999999999997
7553,798.63
7554,141.02
7555,99.52000000000001
7556,10.16
7557,196.92
7559,128.35
7221,305.58000000000004
12564,9.71
7561,63.730000000000004
7563,267.9
7565,78.87
7566,18.19
7569,92.5
7572,14.02
7573,179.12
7574,20.86
7575,5.13
7577,88.69
12566,37.09
7580,16.92
7581,143.15
7583,44.69
7584,10.45
7586,23.400000000000002
7588,92.24000000000001
1261,150.63
16623,78.0
7591,2.05
7749,304.73
7592,30.06
7595,172.84999999999997
7596,124.52000000000001
7598,289.09000000000003
11582,99.41999999999999
7602,38.269999999999996
7603,67.03
7604,98.92
7606,21.380000000000003
7607,7.3100000000000005
7608,9.810000000000002
7609,11.84
7611,270.81
7612,673.67
7613,77.58
7614,26.62
4927,103.05
7618,110.13
7620,5.9399999999999995
7623,58.74000000000001
6921,138.0
7629,10.92
7630,117.76
7631,128.91
7632,236.22000000000003
7634,162.89999999999998
7635,243.10999999999999
7637,8.03
7638,50.19
11909,190.73
7641,5.98
7642,272.34
7644,196.86999999999998
7647,124.19999999999999
7649,9.69
7650,21.4
7651,9.010000000000002
7652,22.770000000000003
11904,489.73999999999995
12026,138.49
7657,15.75
7658,28.009999999999998
7659,5.86
7661,266.15
7663,133.1
7664,79.42
12084,118.58
7668,124.7
11509,18.24
7670,151.07
7672,220.22
7674,8.09
5323,10.46
7676,346.8
7678,69.72
7680,153.45
7681,244.96
7682,46.83
2022,22.56
7686,14.2
7687,126.88
7688,18.770000000000003
5443,12.94
7691,157.32
7692,595.7900000000001
7693,19.72
12273,0.41000000000000003
7696,135.41
7697,27.46
7699,225.10000000000002
7701,182.82999999999998
6154,72.12
7704,17.5
7705,184.44
7706,162.41
7707,28.23
267,14.489999999999998
7710,129.83
7711,9.819999999999999
7712,176.1
7713,615.4
7714,15.030000000000001
7715,79.28999999999999
7716,18.259999999999998
7717,86.47000000000001
7719,30.910000000000004
12421,18.939999999999998
7722,130.23999999999998
7723,6.14
3871,36.74000000000001
7725,21.76
7726,11.01
7728,275.44
7729,206.07
7730,209.15
7732,16.029999999999998
7733,59.99
7734,42.78
7735,24.700000000000003
7736,250.73
7738,96.63999999999999
6029,0.0
7740,114.22999999999999
7741,64.33000000000001
7742,102.28999999999999
7745,27.29
7746,320.8
7748,26.97
3840,6.870000000000001
7751,205.69
3489,27.990000000000002
7755,95.93
7756,120.58000000000001
6814,37.43000000000001
7758,42.19
4476,73.49000000000001
7761,9.3
7762,42.730000000000004
7763,532.6800000000001
12704,739.13
7765,85.25
7062,50.94
12718,9.519999999999998
7771,79.82
7772,166.04999999999998
7775,12.229999999999999
12779,36.3
15932,124.17000000000002
7780,233.76999999999995
7781,203.15
7782,43.49
1178,24.88
7785,618.85
7786,130.29
7787,536.53
7788,26.82
7791,105.41
11191,50.580000000000005
7793,91.78999999999999
7794,0.0
7795,100.4
12876,129.23999999999998
7799,292.45
7800,175.07
7801,78.83
7803,109.47
7804,110.63000000000001
12928,11.05
7806,118.82
7807,313.53999999999996
7808,17.04
7809,65.59
7810,171.69000000000003
7811,143.22
7812,147.03
7813,146.64000000000001
7814,24.46
7815,18.75
7817,7.859999999999999
7818,78.51
7819,42.42
7820,19.96
7821,92.98000000000002
7822,284.26
7823,58.9
