offer_id_rec,viewed_rate,completed_rate,tra_offer_infl,valid_view_rate,completed_after_view_rate,reward_won,user_id
3.0,0.0,1.0,0.0,,0.0,5.0,1810
6.0,1.0,1.0,0.0,1.0,0.5,4.0,1810
4.0,0.0,1.0,0.0,,0.0,5.0,1811
5.0,1.0,1.0,11.65,1.0,1.0,3.0,1811
0.0,1.0,1.0,30.21,1.0,1.0,10.0,1811
1.0,1.0,1.0,41.78,1.0,1.0,10.0,1813
7.0,1.0,0.0,0.0,1.0,,0.0,1813
0.0,1.0,1.0,35.89,1.0,1.0,10.0,1813
6.0,1.0,1.0,20.990000000000002,1.0,1.0,4.0,1813
4.0,0.0,1.0,0.0,,0.0,5.0,1814
9.0,0.0,0.0,0.0,,,0.0,1814
7.0,1.0,0.0,15.64,1.0,,0.0,1814
6.0,1.0,1.0,11.26,1.0,1.0,2.0,1814
7.0,1.0,0.0,9.58,1.0,,0.0,1815
5.0,0.0,1.0,0.0,,0.0,3.0,1816
9.0,0.0,0.0,0.0,,,0.0,1816
2.0,1.0,0.0,0.0,1.0,,0.0,1816
1.0,1.0,1.0,25.45,1.0,1.0,10.0,1816
3.0,1.0,1.0,26.38,1.0,1.0,5.0,1816
2.0,1.0,0.0,17.43,1.0,,0.0,1817
1.0,1.0,1.0,27.19,1.0,1.0,20.0,1817
7.0,1.0,0.0,0.0,1.0,,0.0,1817
8.0,1.0,1.0,15.29,1.0,1.0,5.0,1817
4.0,0.0,1.0,0.0,,0.0,5.0,1820
1.0,1.0,1.0,35.62,1.0,1.0,20.0,1820
3.0,1.0,1.0,12.71,1.0,1.0,5.0,1820
8.0,1.0,1.0,26.44,1.0,1.0,5.0,1820
2.0,0.0,0.0,0.0,,,0.0,1821
1.0,1.0,0.0,8.46,1.0,,0.0,1821
3.0,0.0,0.0,0.0,,,0.0,1821
0.0,1.0,0.0,5.64,1.0,,0.0,1821
7.0,1.0,0.0,35.81,1.0,,0.0,1822
0.0,1.0,0.0,0.0,1.0,,0.0,1822
4.0,0.0,1.0,0.0,,0.0,5.0,1823
9.0,0.0,1.0,0.0,,0.0,2.0,1823
2.0,0.0,0.0,0.0,,,0.0,1823
7.0,1.0,0.0,0.0,0.0,,0.0,1823
0.0,1.0,1.0,20.46,1.0,1.0,10.0,1823
4.0,1.0,1.0,25.92,1.0,1.0,5.0,1825
2.0,1.0,0.0,31.450000000000003,1.0,,0.0,1825
0.0,1.0,1.0,18.53,1.0,1.0,10.0,1825
8.0,1.0,1.0,9.46,1.0,1.0,10.0,1825
5.0,1.0,1.0,19.05,1.0,1.0,3.0,1827
7.0,1.0,0.0,14.08,1.0,,0.0,1827
3.0,1.0,1.0,22.91,1.0,1.0,5.0,1827
0.0,1.0,1.0,0.0,1.0,0.0,10.0,1827
9.0,1.0,1.0,14.24,1.0,1.0,2.0,1828
0.0,1.0,1.0,28.3,1.0,1.0,10.0,1828
8.0,1.0,1.0,13.92,1.0,1.0,5.0,1828
1.0,1.0,1.0,15.73,1.0,1.0,10.0,13099
0.0,1.0,1.0,0.0,1.0,0.0,10.0,13099
6.0,1.0,1.0,24.53,1.0,1.0,4.0,13099
1.0,1.0,1.0,11.91,1.0,1.0,10.0,1830
3.0,1.0,1.0,13.11,1.0,1.0,5.0,1830
4.0,1.0,1.0,24.15,1.0,1.0,5.0,1831
1.0,1.0,1.0,18.58,1.0,1.0,10.0,1831
3.0,1.0,1.0,18.07,1.0,1.0,5.0,1831
0.0,1.0,1.0,15.51,1.0,1.0,10.0,1831
4.0,0.0,1.0,0.0,,0.0,5.0,1833
5.0,1.0,1.0,32.61,1.0,1.0,6.0,1833
8.0,1.0,1.0,19.78,1.0,1.0,5.0,1833
9.0,0.0,1.0,0.0,,0.0,2.0,1834
2.0,1.0,0.0,0.0,1.0,,0.0,1834
4.0,0.0,0.0,0.0,,,0.0,1836
2.0,0.0,0.0,0.0,,,0.0,1836
0.0,1.0,0.0,19.09,1.0,,0.0,1836
6.0,1.0,1.0,15.68,1.0,1.0,4.0,1836
4.0,0.0,0.0,0.0,,,0.0,1839
2.0,0.0,0.0,0.0,,,0.0,1839
1.0,1.0,0.0,9.82,1.0,,0.0,1839
7.0,1.0,0.0,0.0,1.0,,0.0,1839
6.0,1.0,0.0,0.0,1.0,,0.0,1839
2.0,0.0,0.0,0.0,,,0.0,1840
1.0,1.0,0.0,14.3,1.0,,0.0,1840
0.0,1.0,0.0,4.1,1.0,,0.0,1840
8.0,1.0,0.0,1.87,1.0,,0.0,1840
4.0,0.0,0.0,0.0,,,0.0,1842
2.0,1.0,0.0,6.48,1.0,,0.0,1842
7.0,1.0,0.0,0.14,1.0,,0.0,1842
3.0,1.0,0.0,6.66,1.0,,0.0,1842
4.0,0.0,1.0,0.0,,0.0,5.0,1844
9.0,0.0,1.0,0.0,,0.0,2.0,1844
7.0,1.0,0.0,58.120000000000005,1.0,,0.0,1844
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1844
9.0,0.0,0.0,0.0,,,0.0,1845
2.0,1.0,0.0,2.89,1.0,,0.0,1845
1.0,1.0,0.0,3.37,1.0,,0.0,1845
0.0,1.0,0.0,10.09,1.0,,0.0,1845
8.0,1.0,1.0,15.84,1.0,1.0,5.0,1845
4.0,0.0,1.0,0.0,,0.0,5.0,1848
2.0,1.0,0.0,45.58,1.0,,0.0,1848
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1848
8.0,1.0,1.0,28.03,1.0,1.0,5.0,1848
6.0,1.0,1.0,10.68,1.0,1.0,2.0,1848
2.0,0.0,0.0,0.0,,,0.0,3575
1.0,1.0,0.0,0.19,1.0,,0.0,3575
7.0,1.0,0.0,6.08,1.0,,0.0,3575
0.0,0.0,0.0,0.0,,,0.0,3575
6.0,1.0,1.0,10.5,1.0,1.0,2.0,3575
9.0,0.0,0.0,0.0,,,0.0,1852
2.0,1.0,0.0,6.89,1.0,,0.0,1852
8.0,1.0,1.0,18.41,1.0,1.0,5.0,1852
6.0,1.0,1.0,17.25,1.0,1.0,2.0,1852
5.0,1.0,1.0,11.63,1.0,1.0,3.0,1853
9.0,1.0,1.0,26.79,1.0,1.0,2.0,1853
1.0,1.0,1.0,0.0,1.0,0.0,10.0,1853
0.0,0.0,1.0,0.0,,0.0,10.0,1853
6.0,1.0,1.0,33.13,1.0,1.0,2.0,1853
1.0,1.0,0.0,3.37,1.0,,0.0,1854
3.0,1.0,1.0,4.13,1.0,1.0,5.0,1854
0.0,1.0,0.0,25.540000000000003,1.0,,0.0,1854
8.0,1.0,1.0,7.0,1.0,1.0,5.0,1854
4.0,1.0,1.0,9.98,1.0,1.0,5.0,4240
9.0,1.0,1.0,11.99,1.0,1.0,2.0,4240
8.0,1.0,1.0,7.08,1.0,1.0,10.0,4240
6.0,1.0,1.0,16.509999999999998,1.0,0.5,4.0,4240
5.0,1.0,0.0,0.0,1.0,,0.0,1860
1.0,1.0,1.0,15.46,1.0,1.0,10.0,1860
7.0,1.0,0.0,0.0,1.0,,0.0,1860
0.0,1.0,1.0,13.63,1.0,1.0,10.0,1860
5.0,1.0,1.0,7.36,1.0,1.0,3.0,1861
2.0,0.0,0.0,0.0,,,0.0,1861
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1861
0.0,1.0,1.0,10.32,1.0,1.0,10.0,1861
8.0,1.0,0.0,3.36,1.0,,0.0,1861
9.0,1.0,1.0,16.67,1.0,1.0,2.0,1862
8.0,1.0,1.0,24.89,1.0,1.0,10.0,1862
4.0,0.0,1.0,0.0,,0.0,5.0,1863
2.0,0.0,0.0,0.0,,,0.0,1863
1.0,1.0,1.0,27.33,1.0,1.0,10.0,1863
6.0,1.0,1.0,15.13,1.0,1.0,2.0,1863
4.0,1.0,0.0,0.0,1.0,,0.0,11025
2.0,1.0,0.0,0.0,1.0,,0.0,11025
8.0,1.0,0.0,0.0,1.0,,0.0,11025
6.0,1.0,0.0,0.0,1.0,,0.0,11025
5.0,1.0,0.0,0.0,1.0,,0.0,11027
9.0,1.0,0.0,0.0,1.0,,0.0,11027
2.0,1.0,0.0,0.0,1.0,,0.0,11027
7.0,1.0,0.0,0.0,1.0,,0.0,11027
5.0,1.0,0.0,2.9,1.0,,0.0,1866
2.0,0.0,0.0,0.0,,,0.0,1866
0.0,1.0,0.0,0.0,1.0,,0.0,1866
4.0,0.0,1.0,0.0,,0.0,10.0,1868
1.0,1.0,1.0,33.38,1.0,1.0,10.0,1868
0.0,1.0,1.0,0.0,1.0,0.0,10.0,1868
8.0,1.0,0.0,0.0,1.0,,0.0,1868
5.0,1.0,1.0,11.13,1.0,1.0,3.0,1870
1.0,1.0,1.0,12.78,1.0,1.0,10.0,1870
7.0,1.0,0.0,19.15,1.0,,0.0,1870
3.0,1.0,1.0,19.64,1.0,1.0,5.0,1870
0.0,1.0,1.0,0.0,1.0,0.0,10.0,1870
4.0,0.0,0.0,0.0,,,0.0,1871
5.0,1.0,1.0,8.41,1.0,1.0,6.0,1871
3.0,0.0,0.0,0.0,,,0.0,1871
6.0,1.0,1.0,13.74,1.0,1.0,2.0,1871
1.0,1.0,0.0,4.89,1.0,,0.0,11791
7.0,1.0,0.0,92.23,1.0,,0.0,11791
3.0,0.0,0.0,0.0,,,0.0,11791
6.0,1.0,0.0,2.6599999999999997,1.0,,0.0,11791
2.0,1.0,0.0,32.86,1.0,,0.0,1873
7.0,1.0,0.0,0.0,1.0,,0.0,1873
8.0,1.0,0.0,0.0,1.0,,0.0,1873
6.0,1.0,1.0,0.0,1.0,1.0,2.0,1873
2.0,0.0,0.0,0.0,,,0.0,1875
1.0,1.0,1.0,26.17,1.0,1.0,10.0,1875
3.0,0.0,1.0,0.0,,0.0,5.0,1875
3.0,1.0,1.0,22.03,1.0,1.0,5.0,1877
8.0,1.0,1.0,44.39,1.0,1.0,10.0,1877
4.0,1.0,1.0,46.57,1.0,1.0,5.0,1878
5.0,1.0,1.0,22.09,1.0,1.0,6.0,1878
2.0,0.0,0.0,0.0,,,0.0,1878
7.0,1.0,0.0,48.349999999999994,1.0,,0.0,1878
3.0,0.0,0.0,0.0,,,0.0,1878
2.0,0.0,0.0,0.0,,,0.0,1879
3.0,0.0,0.0,0.0,,,0.0,1879
8.0,1.0,0.0,6.14,1.0,,0.0,1879
4.0,0.0,0.0,0.0,,,0.0,1881
8.0,1.0,1.0,8.34,1.0,1.0,5.0,1881
4.0,1.0,0.0,0.0,1.0,,0.0,1882
5.0,1.0,0.0,4.08,1.0,,0.0,1882
1.0,1.0,0.0,2.13,1.0,,0.0,1882
3.0,1.0,0.0,5.790000000000001,1.0,,0.0,1882
6.0,1.0,1.0,8.8,1.0,1.0,2.0,1882
4.0,1.0,0.0,10.09,1.0,,0.0,1883
2.0,1.0,0.0,0.0,1.0,,0.0,1883
7.0,1.0,0.0,23.53,1.0,,0.0,1883
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1883
0.0,1.0,0.0,13.4,1.0,,0.0,1883
9.0,1.0,1.0,15.61,1.0,1.0,2.0,1884
7.0,1.0,0.0,25.0,1.0,,0.0,1884
0.0,1.0,1.0,15.05,1.0,1.0,10.0,1884
9.0,1.0,1.0,3.91,1.0,1.0,2.0,1885
1.0,1.0,1.0,20.53,1.0,1.0,10.0,1885
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1885
0.0,1.0,1.0,12.99,1.0,1.0,10.0,1885
8.0,1.0,1.0,8.75,1.0,1.0,5.0,1885
4.0,1.0,1.0,22.88,1.0,1.0,5.0,1886
9.0,1.0,1.0,33.120000000000005,1.0,0.6666666666666666,6.0,1886
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1886
6.0,1.0,1.0,16.06,1.0,1.0,2.0,1886
4.0,1.0,1.0,21.279999999999998,1.0,1.0,5.0,11154
5.0,1.0,1.0,7.43,1.0,1.0,3.0,11154
9.0,0.0,1.0,0.0,,0.0,2.0,11154
7.0,1.0,0.0,12.370000000000001,1.0,,0.0,11154
6.0,1.0,1.0,82.51,1.0,1.0,2.0,11154
5.0,1.0,1.0,7.23,1.0,1.0,3.0,1889
2.0,1.0,0.0,0.0,0.5,,0.0,1889
6.0,1.0,0.0,7.08,1.0,,0.0,1889
4.0,1.0,1.0,40.39,1.0,1.0,5.0,1891
5.0,1.0,1.0,0.0,1.0,0.0,3.0,1891
1.0,1.0,1.0,26.11,1.0,1.0,10.0,1891
3.0,1.0,1.0,55.73,1.0,1.0,10.0,1891
0.0,1.0,1.0,0.0,1.0,0.0,10.0,1891
5.0,1.0,1.0,9.7,1.0,1.0,3.0,1892
2.0,0.0,0.0,0.0,,,0.0,1892
3.0,1.0,1.0,6.14,1.0,1.0,5.0,1892
8.0,1.0,0.0,7.29,1.0,,0.0,1892
7.0,1.0,0.0,5.95,1.0,,0.0,1894
0.0,1.0,0.0,9.84,1.0,,0.0,1894
6.0,1.0,1.0,10.04,1.0,1.0,2.0,1894
4.0,0.0,1.0,0.0,,0.0,5.0,1895
9.0,1.0,1.0,12.31,1.0,1.0,2.0,1895
1.0,1.0,1.0,25.72,1.0,1.0,10.0,1895
7.0,0.0,0.0,0.0,,,0.0,1895
4.0,0.0,0.0,0.0,,,0.0,1898
1.0,1.0,0.0,8.96,1.0,,0.0,1898
7.0,1.0,0.0,9.89,1.0,,0.0,1898
6.0,1.0,1.0,12.81,1.0,1.0,2.0,1898
4.0,0.0,0.0,0.0,,,0.0,1899
2.0,1.0,0.0,0.0,0.0,,0.0,1899
3.0,0.0,0.0,0.0,,,0.0,1899
6.0,1.0,0.0,3.49,1.0,,0.0,1899
2.0,0.0,0.0,0.0,,,0.0,1900
1.0,1.0,0.0,11.34,1.0,,0.0,1900
0.0,1.0,0.0,23.349999999999998,1.0,,0.0,1900
6.0,1.0,1.0,7.34,1.0,1.0,4.0,1900
4.0,0.0,0.0,0.0,,,0.0,1901
5.0,1.0,0.0,2.89,1.0,,0.0,1901
9.0,0.0,0.0,0.0,,,0.0,1901
2.0,1.0,0.0,0.0,0.0,,0.0,1901
8.0,1.0,0.0,2.45,1.0,,0.0,1901
4.0,1.0,1.0,59.519999999999996,1.0,1.0,10.0,1902
3.0,1.0,1.0,20.54,1.0,1.0,5.0,1902
0.0,1.0,1.0,23.25,1.0,1.0,10.0,1902
6.0,1.0,1.0,0.0,1.0,1.0,2.0,1902
5.0,1.0,0.0,2.6,1.0,,0.0,3423
9.0,0.0,0.0,0.0,,,0.0,3423
2.0,0.0,0.0,0.0,,,0.0,3423
1.0,1.0,0.0,0.21,1.0,,0.0,3423
0.0,1.0,0.0,10.059999999999999,1.0,,0.0,3423
5.0,1.0,1.0,38.32,1.0,1.0,9.0,1904
9.0,1.0,0.0,4.57,1.0,,0.0,1904
0.0,1.0,1.0,25.13,1.0,1.0,10.0,1904
4.0,0.0,0.0,0.0,,,0.0,11294
5.0,1.0,0.0,4.6899999999999995,1.0,,0.0,11294
9.0,0.0,0.0,0.0,,,0.0,11294
2.0,0.0,0.0,0.0,,,0.0,11294
4.0,1.0,1.0,25.29,1.0,1.0,5.0,5251
9.0,1.0,1.0,0.0,1.0,0.0,2.0,5251
2.0,1.0,0.0,0.0,0.0,,0.0,5251
0.0,0.0,1.0,0.0,,0.0,10.0,5251
5.0,1.0,1.0,0.0,1.0,0.0,3.0,1907
2.0,1.0,0.0,109.00000000000001,1.0,,0.0,1907
1.0,1.0,1.0,14.74,1.0,1.0,10.0,1907
8.0,1.0,1.0,0.0,1.0,1.0,5.0,1907
9.0,1.0,1.0,20.75,1.0,1.0,2.0,1908
0.0,0.0,0.0,0.0,,,0.0,1908
8.0,1.0,1.0,5.34,1.0,1.0,5.0,1908
9.0,1.0,0.0,1.73,1.0,,0.0,1909
1.0,1.0,0.0,0.0,1.0,,0.0,1909
3.0,1.0,0.0,0.22,1.0,,0.0,1909
8.0,1.0,0.0,2.47,1.0,,0.0,1909
1.0,1.0,0.0,2.32,1.0,,0.0,12803
0.0,1.0,0.0,1.34,1.0,,0.0,12803
8.0,1.0,0.0,0.0,1.0,,0.0,12803
4.0,1.0,0.0,19.96,1.0,,0.0,1912
5.0,1.0,1.0,27.45,1.0,1.0,3.0,1912
9.0,1.0,0.0,0.0,1.0,,0.0,1912
2.0,1.0,0.0,20.1,1.0,,0.0,1912
3.0,1.0,1.0,13.69,1.0,1.0,10.0,1912
0.0,1.0,1.0,23.689999999999998,1.0,1.0,30.0,1913
6.0,1.0,1.0,0.0,1.0,0.0,2.0,1913
5.0,1.0,0.0,4.92,1.0,,0.0,9238
9.0,0.0,0.0,0.0,,,0.0,9238
3.0,0.0,0.0,0.0,,,0.0,9238
0.0,1.0,0.0,9.870000000000001,1.0,,0.0,9238
6.0,1.0,1.0,6.03,1.0,1.0,2.0,9238
5.0,1.0,0.0,0.0,1.0,,0.0,1915
2.0,0.0,0.0,0.0,,,0.0,1915
1.0,1.0,0.0,0.0,1.0,,0.0,1915
3.0,1.0,0.0,0.0,1.0,,0.0,1915
5.0,1.0,1.0,28.68,1.0,1.0,3.0,1916
2.0,1.0,0.0,22.83,1.0,,0.0,1916
8.0,1.0,1.0,17.56,1.0,1.0,5.0,1916
2.0,0.0,0.0,0.0,,,0.0,1918
1.0,1.0,0.0,5.1,1.0,,0.0,1918
7.0,1.0,0.0,1.28,1.0,,0.0,1918
4.0,0.0,1.0,0.0,,0.0,5.0,1920
9.0,1.0,1.0,22.3,1.0,1.0,2.0,1920
2.0,1.0,0.0,69.45,1.0,,0.0,1920
7.0,1.0,0.0,18.04,1.0,,0.0,1920
5.0,1.0,1.0,25.56,1.0,1.0,3.0,11414
9.0,1.0,1.0,21.24,1.0,1.0,2.0,11414
2.0,1.0,0.0,99.64000000000001,1.0,,0.0,11414
9.0,1.0,0.0,0.0,1.0,,0.0,1922
2.0,1.0,0.0,0.0,1.0,,0.0,1922
1.0,1.0,0.0,0.0,1.0,,0.0,1922
0.0,0.0,1.0,0.0,,0.0,10.0,1922
5.0,1.0,1.0,24.99,1.0,1.0,3.0,1923
2.0,1.0,0.0,0.0,1.0,,0.0,1923
1.0,1.0,0.0,0.0,1.0,,0.0,1923
3.0,1.0,0.0,0.0,1.0,,0.0,1923
6.0,1.0,0.0,0.0,1.0,,0.0,1923
4.0,0.0,0.0,0.0,,,0.0,1924
5.0,1.0,1.0,24.79,1.0,1.0,3.0,1924
1.0,1.0,1.0,0.0,1.0,0.0,10.0,1924
8.0,1.0,1.0,25.14,1.0,1.0,5.0,1924
9.0,0.0,1.0,0.0,,0.0,2.0,1925
1.0,1.0,1.0,0.0,1.0,0.0,10.0,1925
0.0,1.0,1.0,19.5,1.0,1.0,10.0,1925
8.0,1.0,1.0,10.99,1.0,1.0,5.0,1925
6.0,1.0,1.0,14.07,1.0,1.0,4.0,1925
5.0,1.0,1.0,10.66,1.0,1.0,3.0,1927
9.0,1.0,0.0,6.21,1.0,,0.0,1927
2.0,1.0,0.0,8.21,1.0,,0.0,1927
7.0,1.0,0.0,3.9699999999999998,1.0,,0.0,1927
8.0,1.0,0.0,2.8899999999999997,1.0,,0.0,1927
4.0,1.0,1.0,23.83,1.0,1.0,5.0,13277
5.0,1.0,1.0,14.75,1.0,1.0,3.0,13277
3.0,0.0,1.0,0.0,,0.0,15.0,13277
0.0,1.0,1.0,0.0,1.0,0.0,10.0,13277
2.0,1.0,0.0,0.0,1.0,,0.0,1929
7.0,1.0,0.0,31.310000000000002,1.0,,0.0,1929
3.0,1.0,1.0,0.0,1.0,0.5,10.0,1929
4.0,0.0,1.0,0.0,,0.0,5.0,1930
2.0,0.0,0.0,0.0,,,0.0,1930
7.0,0.0,0.0,0.0,,,0.0,1930
3.0,0.0,1.0,0.0,,0.0,5.0,1930
0.0,1.0,1.0,24.18,1.0,1.0,10.0,1930
4.0,0.0,0.0,0.0,,,0.0,1932
9.0,1.0,0.0,6.1899999999999995,1.0,,0.0,1932
3.0,0.0,1.0,0.0,,0.0,5.0,1932
0.0,1.0,0.0,5.82,1.0,,0.0,1932
4.0,0.0,0.0,0.0,,,0.0,1933
1.0,1.0,0.0,7.17,1.0,,0.0,1933
6.0,1.0,0.0,3.2,1.0,,0.0,1933
5.0,1.0,0.0,0.0,1.0,,0.0,1934
1.0,1.0,0.0,0.0,1.0,,0.0,1934
7.0,0.0,0.0,0.0,,,0.0,1934
0.0,1.0,0.0,2.88,1.0,,0.0,1934
9.0,1.0,1.0,0.0,1.0,0.0,2.0,1935
7.0,1.0,0.0,47.8,1.0,,0.0,1935
0.0,1.0,1.0,14.43,1.0,1.0,10.0,1935
6.0,1.0,1.0,38.62,1.0,1.0,2.0,1935
4.0,1.0,1.0,13.46,1.0,1.0,5.0,1936
2.0,0.0,0.0,0.0,,,0.0,1936
1.0,0.0,0.0,0.0,,,0.0,1936
0.0,1.0,1.0,18.53,1.0,1.0,10.0,1936
9.0,0.0,1.0,0.0,,0.0,2.0,1938
2.0,1.0,0.0,0.0,1.0,,0.0,1938
7.0,1.0,0.0,63.93,1.0,,0.0,1938
3.0,0.0,1.0,0.0,,0.0,5.0,1938
2.0,1.0,0.0,0.0,1.0,,0.0,1939
1.0,1.0,0.0,0.0,1.0,,0.0,1939
7.0,0.0,0.0,0.0,,,0.0,1939
0.0,1.0,0.0,0.0,1.0,,0.0,1939
6.0,1.0,0.0,0.0,1.0,,0.0,1939
4.0,0.0,0.0,0.0,,,0.0,1940
5.0,1.0,0.0,0.0,1.0,,0.0,1940
2.0,0.0,0.0,0.0,,,0.0,1940
8.0,1.0,0.0,0.0,1.0,,0.0,1940
2.0,0.0,0.0,0.0,,,0.0,1941
3.0,0.0,0.0,0.0,,,0.0,1941
0.0,1.0,0.0,5.23,1.0,,0.0,1941
7.0,1.0,0.0,48.94,1.0,,0.0,1942
3.0,0.0,1.0,0.0,,0.0,5.0,1942
0.0,1.0,1.0,14.8,1.0,1.0,10.0,1942
6.0,1.0,1.0,14.06,1.0,1.0,2.0,1942
5.0,1.0,1.0,9.73,1.0,1.0,3.0,1943
2.0,1.0,0.0,0.0,1.0,,0.0,1943
3.0,1.0,1.0,11.07,1.0,1.0,10.0,1943
6.0,1.0,1.0,11.88,1.0,1.0,2.0,1943
2.0,1.0,0.0,4.33,1.0,,0.0,1945
1.0,1.0,0.0,22.84,1.0,,0.0,1945
3.0,0.0,0.0,0.0,,,0.0,1945
0.0,1.0,0.0,9.93,1.0,,0.0,1945
9.0,1.0,1.0,33.22,1.0,1.0,2.0,1946
3.0,1.0,1.0,18.05,1.0,1.0,5.0,1946
8.0,1.0,1.0,21.77,1.0,1.0,5.0,1946
4.0,0.0,0.0,0.0,,,0.0,1948
2.0,0.0,0.0,0.0,,,0.0,1948
1.0,1.0,1.0,14.59,1.0,1.0,10.0,1948
7.0,1.0,0.0,31.71,1.0,,0.0,1948
1.0,1.0,0.0,0.0,1.0,,0.0,1949
0.0,1.0,1.0,0.0,1.0,0.0,10.0,1949
6.0,1.0,1.0,19.86,1.0,0.5,4.0,1949
4.0,1.0,0.0,9.6,1.0,,0.0,1950
9.0,1.0,0.0,2.12,1.0,,0.0,1950
2.0,1.0,0.0,0.0,1.0,,0.0,1950
3.0,1.0,0.0,4.95,1.0,,0.0,1950
5.0,1.0,0.0,4.31,1.0,,0.0,5004
2.0,0.0,0.0,0.0,,,0.0,5004
1.0,1.0,0.0,9.56,1.0,,0.0,5004
5.0,1.0,0.0,0.0,1.0,,0.0,1956
1.0,1.0,0.0,0.0,1.0,,0.0,1956
3.0,1.0,0.0,0.0,0.0,,0.0,1956
8.0,1.0,0.0,0.67,1.0,,0.0,1956
5.0,1.0,1.0,10.54,1.0,1.0,3.0,1960
1.0,1.0,1.0,43.72,1.0,1.0,20.0,1960
7.0,1.0,0.0,20.03,1.0,,0.0,1960
8.0,0.0,1.0,0.0,,0.0,5.0,1960
9.0,0.0,0.0,0.0,,,0.0,1961
1.0,1.0,1.0,12.39,1.0,1.0,10.0,1961
3.0,0.0,1.0,0.0,,0.0,5.0,1961
6.0,1.0,1.0,16.02,1.0,1.0,2.0,1961
5.0,0.0,1.0,0.0,,0.0,3.0,7382
3.0,1.0,1.0,0.0,1.0,0.0,5.0,7382
8.0,1.0,1.0,9.21,1.0,1.0,5.0,7382
6.0,1.0,1.0,12.009999999999998,1.0,1.0,2.0,7382
5.0,1.0,0.0,0.0,1.0,,0.0,3308
2.0,0.0,0.0,0.0,,,0.0,3308
1.0,1.0,0.0,0.8300000000000001,1.0,,0.0,3308
6.0,1.0,0.0,9.31,1.0,,0.0,3308
2.0,0.0,0.0,0.0,,,0.0,1964
7.0,1.0,0.0,2.27,1.0,,0.0,1964
3.0,0.0,0.0,0.0,,,0.0,1964
8.0,1.0,0.0,1.9500000000000002,1.0,,0.0,1964
6.0,1.0,0.0,4.55,1.0,,0.0,1964
2.0,1.0,0.0,26.5,1.0,,0.0,1966
7.0,0.0,0.0,0.0,,,0.0,1966
0.0,1.0,1.0,15.98,1.0,1.0,10.0,1966
8.0,1.0,0.0,0.0,1.0,,0.0,1966
6.0,1.0,1.0,24.34,1.0,1.0,2.0,1966
4.0,0.0,0.0,0.0,,,0.0,1967
9.0,0.0,0.0,0.0,,,0.0,1967
0.0,1.0,0.0,7.25,1.0,,0.0,1967
4.0,0.0,1.0,0.0,,0.0,5.0,1969
9.0,0.0,1.0,0.0,,0.0,2.0,1969
1.0,1.0,1.0,31.0,1.0,1.0,10.0,1969
7.0,1.0,0.0,0.0,1.0,,0.0,1969
4.0,0.0,1.0,0.0,,0.0,5.0,11675
2.0,0.0,0.0,0.0,,,0.0,11675
3.0,1.0,1.0,28.98,1.0,1.0,5.0,11675
6.0,1.0,1.0,33.1,1.0,1.0,2.0,11675
3.0,0.0,0.0,0.0,,,0.0,1972
0.0,1.0,0.0,10.98,1.0,,0.0,1972
6.0,1.0,0.0,0.0,1.0,,0.0,1972
2.0,1.0,0.0,0.0,0.0,,0.0,1973
1.0,1.0,0.0,0.0,1.0,,0.0,1973
7.0,0.0,0.0,0.0,,,0.0,1973
0.0,1.0,0.0,0.0,1.0,,0.0,1973
4.0,1.0,0.0,0.0,1.0,,0.0,1974
7.0,1.0,0.0,0.0,0.0,,0.0,1974
0.0,1.0,0.0,0.0,1.0,,0.0,1974
6.0,1.0,0.0,0.0,1.0,,0.0,1974
5.0,1.0,1.0,18.92,1.0,1.0,3.0,11694
1.0,1.0,0.0,0.0,1.0,,0.0,11694
7.0,1.0,0.0,30.05,1.0,,0.0,11694
3.0,1.0,1.0,27.55,1.0,1.0,5.0,11694
9.0,1.0,0.0,0.0,1.0,,0.0,1978
0.0,1.0,1.0,0.0,1.0,0.0,10.0,1978
8.0,1.0,0.0,0.0,1.0,,0.0,1978
7.0,1.0,0.0,27.91,1.0,,0.0,11707
3.0,1.0,1.0,16.42,1.0,1.0,5.0,11707
0.0,1.0,1.0,17.39,1.0,1.0,10.0,11707
6.0,1.0,1.0,22.02,1.0,1.0,2.0,11707
4.0,0.0,1.0,0.0,,0.0,10.0,1980
5.0,1.0,1.0,41.42,1.0,1.0,6.0,1980
9.0,1.0,1.0,0.0,1.0,0.0,2.0,1980
8.0,1.0,1.0,25.14,1.0,1.0,5.0,1980
9.0,1.0,1.0,0.0,1.0,0.0,2.0,1981
7.0,1.0,0.0,0.0,0.0,,0.0,1981
3.0,1.0,1.0,19.41,1.0,1.0,5.0,1981
6.0,1.0,1.0,11.35,1.0,1.0,2.0,1981
5.0,1.0,0.0,0.0,1.0,,0.0,1983
9.0,0.0,0.0,0.0,,,0.0,1983
8.0,1.0,1.0,7.17,1.0,0.5,10.0,1983
3.0,1.0,0.0,0.0,1.0,,0.0,1984
0.0,1.0,0.0,1.44,1.0,,0.0,1984
6.0,1.0,0.0,0.6900000000000001,1.0,,0.0,1984
2.0,1.0,0.0,38.05,1.0,,0.0,1985
